timestamp,datetime_utc,aqi,pm2_5,pm10,co,no,no2,o3,so2,nh3,hour,day_of_week,month,hour_sin,hour_cos,month_sin,month_cos
1662224400,2022-09-03T17:00:00+00:00,185.3,104.41,132.79,947.95,0.0,17.65,108.72,15.74,27.61,17,5,9,-0.9659258262890684,-0.2588190451025206,-1.0,-1.8369701987210287e-16
1662228000,2022-09-03T18:00:00+00:00,183.8,102.35,128.18,907.9,0.0,17.14,81.54,11.92,25.33,18,5,9,-1.0,-1.8369701987210287e-16,-1.0,-1.8369701987210287e-16
1662231600,2022-09-03T19:00:00+00:00,179.4,95.96,117.04,827.79,0.0,14.05,75.82,7.87,20.27,19,5,9,-0.9659258262890684,0.2588190451025203,-1.0,-1.8369701987210287e-16
1662235200,2022-09-03T20:00:00+00:00,179.3,95.87,113.86,807.76,0.0,11.31,77.96,6.74,15.96,20,5,9,-0.8660254037844386,0.5000000000000001,-1.0,-1.8369701987210287e-16
1662238800,2022-09-03T21:00:00+00:00,179.2,95.66,112.11,827.79,0.0,10.02,75.1,6.26,13.43,21,5,9,-0.7071067811865477,0.7071067811865474,-1.0,-1.8369701987210287e-16
1662242400,2022-09-03T22:00:00+00:00,178.2,94.37,110.12,847.82,0.0,9.85,66.52,5.9,12.16,22,5,9,-0.5000000000000004,0.8660254037844384,-1.0,-1.8369701987210287e-16
1662246000,2022-09-03T23:00:00+00:00,176.0,91.22,105.94,841.14,0.0,10.11,57.94,5.78,11.27,23,5,9,-0.2588190451025215,0.965925826289068,-1.0,-1.8369701987210287e-16
1662249600,2022-09-04T00:00:00+00:00,171.9,85.26,98.07,827.79,0.0,10.71,52.21,6.08,10.13,0,6,9,0.0,1.0,-1.0,-1.8369701987210287e-16
1662253200,2022-09-04T01:00:00+00:00,163.5,73.36,83.66,767.71,0.0,10.54,57.94,7.03,9.25,1,6,9,0.2588190451025207,0.9659258262890684,-1.0,-1.8369701987210287e-16
1662256800,2022-09-04T02:00:00+00:00,157.1,64.26,74.5,754.36,0.18,12.34,65.8,7.99,10.26,2,6,9,0.4999999999999999,0.8660254037844387,-1.0,-1.8369701987210287e-16
1662260400,2022-09-04T03:00:00+00:00,152.8,58.1,70.1,754.36,1.2,13.54,78.68,8.7,11.4,3,6,9,0.7071067811865476,0.7071067811865476,-1.0,-1.8369701987210287e-16
1662264000,2022-09-04T04:00:00+00:00,140.9,51.72,66.95,654.22,1.24,9.68,101.57,8.94,11.02,4,6,9,0.8660254037844386,0.5000000000000001,-1.0,-1.8369701987210287e-16
1662267600,2022-09-04T05:00:00+00:00,148.3,54.69,70.81,647.54,0.96,7.97,125.89,10.13,11.65,5,6,9,0.9659258262890684,0.2588190451025207,-1.0,-1.8369701987210287e-16
1662271200,2022-09-04T06:00:00+00:00,156.2,62.92,80.24,660.9,0.73,7.37,148.77,12.52,12.67,6,6,9,1.0,6.123233995736766e-17,-1.0,-1.8369701987210287e-16
1662274800,2022-09-04T07:00:00+00:00,155.3,61.65,84.72,600.81,0.6,6.43,151.63,12.99,12.16,7,6,9,0.9659258262890684,-0.2588190451025206,-1.0,-1.8369701987210287e-16
1662278400,2022-09-04T08:00:00+00:00,141.9,52.11,79.23,514.03,0.57,5.74,145.91,11.09,10.77,8,6,9,0.8660254037844387,-0.4999999999999998,-1.0,-1.8369701987210287e-16
1662282000,2022-09-04T09:00:00+00:00,125.4,45.4,74.65,467.3,0.56,5.48,138.76,9.66,10.26,9,6,9,0.7071067811865476,-0.7071067811865475,-1.0,-1.8369701987210287e-16
1662285600,2022-09-04T10:00:00+00:00,115.3,41.29,71.54,453.95,0.57,6.43,134.47,10.13,10.01,10,6,9,0.4999999999999999,-0.8660254037844387,-1.0,-1.8369701987210287e-16
1662289200,2022-09-04T11:00:00+00:00,110.3,39.29,69.62,460.62,0.54,8.14,125.89,10.73,10.13,11,6,9,0.258819045102521,-0.9659258262890682,-1.0,-1.8369701987210287e-16
1662292800,2022-09-04T12:00:00+00:00,105.7,37.41,66.8,473.98,0.36,10.28,114.44,10.13,10.26,12,6,9,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210287e-16
1662296400,2022-09-04T13:00:00+00:00,114.9,41.16,69.42,574.11,0.11,15.77,100.14,8.34,12.54,13,6,9,-0.2588190451025208,-0.9659258262890684,-1.0,-1.8369701987210287e-16
1662300000,2022-09-04T14:00:00+00:00,147.7,54.47,80.14,694.27,0.0,19.36,90.84,9.06,17.48,14,6,9,-0.4999999999999997,-0.8660254037844388,-1.0,-1.8369701987210287e-16
1662303600,2022-09-04T15:00:00+00:00,159.0,66.94,88.84,767.71,0.0,19.19,89.41,11.44,21.03,15,6,9,-0.7071067811865471,-0.7071067811865479,-1.0,-1.8369701987210287e-16
1662307200,2022-09-04T16:00:00+00:00,159.4,67.42,86.52,787.73,0.0,17.65,83.68,11.8,23.31,16,6,9,-0.8660254037844385,-0.5000000000000004,-1.0,-1.8369701987210287e-16
1662310800,2022-09-04T17:00:00+00:00,156.7,63.67,82.04,827.79,0.0,17.99,72.96,11.8,24.57,17,6,9,-0.9659258262890684,-0.2588190451025206,-1.0,-1.8369701987210287e-16
1662314400,2022-09-04T18:00:00+00:00,155.1,61.31,78.69,834.47,0.0,18.34,67.95,11.09,23.56,18,6,9,-1.0,-1.8369701987210287e-16,-1.0,-1.8369701987210287e-16
1662318000,2022-09-04T19:00:00+00:00,154.0,59.78,75.73,781.06,0.0,16.45,69.38,9.66,20.77,19,6,9,-0.9659258262890684,0.2588190451025203,-1.0,-1.8369701987210287e-16
1662321600,2022-09-04T20:00:00+00:00,153.8,59.56,74.91,741.0,0.0,14.39,69.38,9.06,18.75,20,6,9,-0.8660254037844386,0.5000000000000001,-1.0,-1.8369701987210287e-16
1662325200,2022-09-04T21:00:00+00:00,153.1,58.56,73.54,727.65,0.0,13.37,65.09,9.06,16.72,21,6,9,-0.7071067811865477,0.7071067811865474,-1.0,-1.8369701987210287e-16
1662328800,2022-09-04T22:00:00+00:00,149.9,55.35,69.63,727.65,0.0,13.37,57.94,9.18,14.31,22,6,9,-0.5000000000000004,0.8660254037844384,-1.0,-1.8369701987210287e-16
1662332400,2022-09-04T23:00:00+00:00,129.0,46.88,59.54,714.3,0.0,13.37,50.07,9.06,11.78,23,6,9,-0.2588190451025215,0.965925826289068,-1.0,-1.8369701987210287e-16
1662336000,2022-09-05T00:00:00+00:00,109.4,38.91,50.16,667.57,0.0,12.85,48.64,8.58,9.88,0,0,9,0.0,1.0,-1.0,-1.8369701987210287e-16
1662339600,2022-09-05T01:00:00+00:00,105.0,37.14,48.0,627.52,0.0,12.34,56.51,8.58,9.12,1,0,9,0.2588190451025207,0.9659258262890684,-1.0,-1.8369701987210287e-16
1662343200,2022-09-05T02:00:00+00:00,123.9,44.81,57.71,680.92,0.2,16.11,65.09,9.78,10.13,2,0,9,0.4999999999999999,0.8660254037844387,-1.0,-1.8369701987210287e-16
1662346800,2022-09-05T03:00:00+00:00,143.6,52.82,67.71,747.68,1.49,19.71,72.96,11.56,11.27,3,0,9,0.7071067811865476,0.7071067811865476,-1.0,-1.8369701987210287e-16
1662350400,2022-09-05T04:00:00+00:00,151.9,56.79,72.64,727.65,2.07,17.14,90.84,13.35,11.91,4,0,9,0.8660254037844386,0.5000000000000001,-1.0,-1.8369701987210287e-16
1662354000,2022-09-05T05:00:00+00:00,154.2,60.0,76.45,727.65,1.87,14.39,114.44,15.74,12.92,5,0,9,0.9659258262890684,0.2588190451025207,-1.0,-1.8369701987210287e-16
1662357600,2022-09-05T06:00:00+00:00,160.3,68.76,86.12,707.63,1.24,10.97,153.06,18.6,13.17,6,0,9,1.0,6.123233995736766e-17,-1.0,-1.8369701987210287e-16
1662361200,2022-09-05T07:00:00+00:00,167.8,79.47,99.33,680.92,0.81,9.68,181.67,23.13,11.53,7,0,9,0.9659258262890684,-0.2588190451025206,-1.0,-1.8369701987210287e-16
1662364800,2022-09-05T08:00:00+00:00,176.8,92.3,114.01,827.79,0.83,16.62,194.55,30.28,12.29,8,0,9,0.8660254037844387,-0.4999999999999998,-1.0,-1.8369701987210287e-16
1662368400,2022-09-05T09:00:00+00:00,188.6,109.12,129.14,1161.58,0.49,32.22,197.41,46.73,13.17,9,0,9,0.7071067811865476,-0.7071067811865475,-1.0,-1.8369701987210287e-16
1662372000,2022-09-05T10:00:00+00:00,195.2,118.51,135.48,1468.66,0.01,41.13,177.38,58.17,12.29,10,0,9,0.4999999999999999,-0.8660254037844387,-1.0,-1.8369701987210287e-16
1662375600,2022-09-05T11:00:00+00:00,187.2,107.17,124.06,1401.9,0.01,40.1,150.2,57.22,10.39,11,0,9,0.258819045102521,-0.9659258262890682,-1.0,-1.8369701987210287e-16
1662379200,2022-09-05T12:00:00+00:00,176.8,92.35,109.17,1255.04,0.01,40.44,124.45,55.31,8.74,12,0,9,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210287e-16
1662382800,2022-09-05T13:00:00+00:00,173.8,87.97,103.8,1174.93,0.18,45.24,105.86,44.82,9.88,13,0,9,-0.2588190451025208,-0.9659258262890684,-1.0,-1.8369701987210287e-16
1662386400,2022-09-05T14:00:00+00:00,176.4,91.76,108.25,1214.98,0.0,47.98,85.12,34.81,12.41,14,0,9,-0.4999999999999997,-0.8660254037844388,-1.0,-1.8369701987210287e-16
1662390000,2022-09-05T15:00:00+00:00,181.9,99.61,117.47,1241.68,0.0,45.93,72.96,29.8,12.67,15,0,9,-0.7071067811865471,-0.7071067811865479,-1.0,-1.8369701987210287e-16
1662393600,2022-09-05T16:00:00+00:00,202.1,126.61,151.95,1735.69,0.06,61.69,37.55,23.37,15.58,16,0,9,-0.8660254037844385,-0.5000000000000004,-1.0,-1.8369701987210287e-16
1662397200,2022-09-05T17:00:00+00:00,238.7,163.55,199.99,2483.37,6.03,76.09,2.79,18.6,18.49,17,0,9,-0.9659258262890684,-0.2588190451025206,-1.0,-1.8369701987210287e-16
1662400800,2022-09-05T18:00:00+00:00,268.7,193.77,236.7,3124.24,21.23,73.34,0.01,16.21,18.49,18,0,9,-1.0,-1.8369701987210287e-16,-1.0,-1.8369701987210287e-16
1662404400,2022-09-05T19:00:00+00:00,291.5,216.8,263.25,3791.81,39.34,71.29,0.0,13.23,15.83,19,0,9,-0.9659258262890684,0.2588190451025203,-1.0,-1.8369701987210287e-16
1662408000,2022-09-05T20:00:00+00:00,303.0,227.47,275.55,3952.03,50.07,56.21,0.0,9.54,13.43,20,0,9,-0.8660254037844386,0.5000000000000001,-1.0,-1.8369701987210287e-16
1662411600,2022-09-05T21:00:00+00:00,295.5,220.88,267.66,3471.37,42.92,38.04,0.0,6.97,12.54,21,0,9,-0.7071067811865477,0.7071067811865474,-1.0,-1.8369701987210287e-16
1662415200,2022-09-05T22:00:00+00:00,276.5,201.66,245.48,2777.1,30.85,26.05,0.0,5.48,11.4,22,0,9,-0.5000000000000004,0.8660254037844384,-1.0,-1.8369701987210287e-16
1662418800,2022-09-05T23:00:00+00:00,266.2,191.25,232.68,2456.67,26.15,21.08,0.0,5.19,10.13,23,0,9,-0.2588190451025215,0.965925826289068,-1.0,-1.8369701987210287e-16
1662422400,2022-09-06T00:00:00+00:00,265.4,190.51,230.16,2429.96,25.7,21.76,0.0,5.78,9.5,0,1,9,0.0,1.0,-1.0,-1.8369701987210287e-16
1662426000,2022-09-06T01:00:00+00:00,235.5,160.34,187.74,1842.5,5.31,35.64,0.76,8.82,10.26,1,1,9,0.2588190451025207,0.9659258262890684,-1.0,-1.8369701987210287e-16
1662429600,2022-09-06T02:00:00+00:00,230.6,155.38,182.82,1895.9,10.95,33.93,1.97,9.89,11.4,2,1,9,0.4999999999999999,0.8660254037844387,-1.0,-1.8369701987210287e-16
1662433200,2022-09-06T03:00:00+00:00,238.2,163.08,193.08,2243.04,24.81,35.99,7.78,11.92,13.3,3,1,9,0.7071067811865476,0.7071067811865476,-1.0,-1.8369701987210287e-16
1662436800,2022-09-06T04:00:00+00:00,206.1,130.68,148.97,1228.33,3.55,30.85,97.27,32.9,6.33,4,1,9,0.8660254037844386,0.5000000000000001,-1.0,-1.8369701987210287e-16
1662440400,2022-09-06T05:00:00+00:00,218.6,143.26,160.75,1201.63,2.68,28.45,145.91,41.96,6.27,5,1,9,0.9659258262890684,0.2588190451025207,-1.0,-1.8369701987210287e-16
1662444000,2022-09-06T06:00:00+00:00,246.6,171.53,189.25,1361.85,1.98,28.79,205.99,52.93,6.46,6,1,9,1.0,6.123233995736766e-17,-1.0,-1.8369701987210287e-16
1662447600,2022-09-06T07:00:00+00:00,262.1,187.13,205.37,1441.96,1.31,25.7,260.35,66.76,5.95,7,1,9,0.9659258262890684,-0.2588190451025206,-1.0,-1.8369701987210287e-16
1662451200,2022-09-06T08:00:00+00:00,267.4,192.54,211.28,1508.71,0.85,21.42,303.27,65.8,5.51,8,1,9,0.8660254037844387,-0.4999999999999998,-1.0,-1.8369701987210287e-16
1662454800,2022-09-06T09:00:00+00:00,255.5,180.47,197.85,1468.66,0.61,19.36,320.43,58.65,4.88,9,1,9,0.7071067811865476,-0.7071067811865475,-1.0,-1.8369701987210287e-16
1662458400,2022-09-06T10:00:00+00:00,208.3,132.88,147.53,1188.28,0.52,16.96,277.52,40.05,4.18,10,1,9,0.4999999999999999,-0.8660254037844387,-1.0,-1.8369701987210287e-16
1662462000,2022-09-06T11:00:00+00:00,175.8,90.88,103.71,894.55,0.5,16.62,220.3,27.89,4.24,11,1,9,0.258819045102521,-0.9659258262890682,-1.0,-1.8369701987210287e-16
1662465600,2022-09-06T12:00:00+00:00,158.5,66.19,77.95,720.98,0.39,18.68,177.38,26.23,4.43,12,1,9,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210287e-16
1662469200,2022-09-06T13:00:00+00:00,155.9,62.46,78.46,1108.17,0.25,47.98,105.86,20.98,9.63,13,1,9,-0.2588190451025208,-0.9659258262890684,-1.0,-1.8369701987210287e-16
1662472800,2022-09-06T14:00:00+00:00,162.8,72.4,96.0,1762.39,0.03,80.88,40.41,17.17,16.47,14,1,9,-0.4999999999999997,-0.8660254037844388,-1.0,-1.8369701987210287e-16
1662476400,2022-09-06T15:00:00+00:00,174.6,89.23,120.27,2429.96,3.1,102.82,7.87,17.64,21.53,15,1,9,-0.7071067811865471,-0.7071067811865479,-1.0,-1.8369701987210287e-16
1662480000,2022-09-06T16:00:00+00:00,216.7,141.33,187.84,4272.46,50.96,109.67,0.0,19.07,28.63,16,1,9,-0.8660254037844385,-0.5000000000000004,-1.0,-1.8369701987210287e-16
1662483600,2022-09-06T17:00:00+00:00,299.3,224.67,290.1,6782.53,123.38,105.56,0.0,19.55,31.16,17,1,9,-0.9659258262890684,-0.2588190451025206,-1.0,-1.8369701987210287e-16
1662487200,2022-09-06T18:00:00+00:00,383.9,309.13,385.84,9185.79,196.7,98.71,0.0,18.6,27.87,18,1,9,-1.0,-1.8369701987210287e-16,-1.0,-1.8369701987210287e-16
1662490800,2022-09-06T19:00:00+00:00,425.2,368.18,446.16,10894.78,261.07,91.85,0.0,15.97,22.29,19,1,9,-0.9659258262890684,0.2588190451025203,-1.0,-1.8369701987210287e-16
1662494400,2022-09-06T20:00:00+00:00,435.7,386.88,458.9,10894.78,268.22,82.25,0.0,13.95,22.29,20,1,9,-0.8660254037844386,0.5000000000000001,-1.0,-1.8369701987210287e-16
1662498000,2022-09-06T21:00:00+00:00,430.1,376.89,440.54,9613.04,219.94,78.83,0.0,15.14,32.42,21,1,9,-0.7071067811865477,0.7071067811865474,-1.0,-1.8369701987210287e-16
1662501600,2022-09-06T22:00:00+00:00,422.2,362.93,419.25,8331.3,169.87,78.14,0.0,16.93,41.54,22,1,9,-0.5000000000000004,0.8660254037844384,-1.0,-1.8369701987210287e-16
1662505200,2022-09-06T23:00:00+00:00,422.3,363.11,415.19,7690.43,153.78,68.55,0.0,14.54,29.64,23,1,9,-0.2588190451025215,0.965925826289068,-1.0,-1.8369701987210287e-16
1662508800,2022-09-07T00:00:00+00:00,425.6,368.98,419.07,7583.62,159.14,55.52,0.0,10.97,16.09,0,2,9,0.0,1.0,-1.0,-1.8369701987210287e-16
1662512400,2022-09-07T01:00:00+00:00,430.3,377.23,427.5,7690.43,171.66,45.93,0.0,9.06,12.03,1,2,9,0.2588190451025207,0.9659258262890684,-1.0,-1.8369701987210287e-16
1662516000,2022-09-07T02:00:00+00:00,443.2,400.05,456.44,8331.3,203.85,41.13,0.22,11.21,15.58,2,2,9,0.4999999999999999,0.8660254037844387,-1.0,-1.8369701987210287e-16
1662519600,2022-09-07T03:00:00+00:00,463.0,434.95,498.47,9826.66,257.49,56.89,1.81,16.93,24.57,3,2,9,0.7071067811865476,0.7071067811865476,-1.0,-1.8369701987210287e-16
1662523200,2022-09-07T04:00:00+00:00,217.4,142.05,158.53,1976.01,9.39,62.38,107.29,61.04,9.75,4,2,9,0.8660254037844386,0.5000000000000001,-1.0,-1.8369701987210287e-16
1662526800,2022-09-07T05:00:00+00:00,201.4,125.92,139.67,1548.77,4.19,40.78,188.83,61.04,10.39,5,2,9,0.9659258262890684,0.2588190451025207,-1.0,-1.8369701987210287e-16
1662530400,2022-09-07T06:00:00+00:00,219.9,144.61,157.74,1441.96,2.01,28.45,286.1,64.85,10.77,6,2,9,1.0,6.123233995736766e-17,-1.0,-1.8369701987210287e-16
1662534000,2022-09-07T07:00:00+00:00,224.8,149.55,160.94,1321.79,0.96,17.31,340.46,62.94,9.5,7,2,9,0.9659258262890684,-0.2588190451025206,-1.0,-1.8369701987210287e-16
1662537600,2022-09-07T08:00:00+00:00,219.5,144.18,154.37,1201.63,0.64,13.02,354.77,56.74,7.92,8,2,9,0.8660254037844387,-0.4999999999999998,-1.0,-1.8369701987210287e-16
1662541200,2022-09-07T09:00:00+00:00,214.8,139.42,149.14,1134.87,0.53,12.51,366.21,52.45,7.35,9,2,9,0.7071067811865476,-0.7071067811865475,-1.0,-1.8369701987210287e-16
1662544800,2022-09-07T10:00:00+00:00,199.9,125.2,134.86,1028.06,0.49,13.02,334.74,45.3,7.47,10,2,9,0.4999999999999999,-0.8660254037844387,-1.0,-1.8369701987210287e-16
1662548400,2022-09-07T11:00:00+00:00,187.1,106.94,116.85,921.25,0.47,14.74,288.96,38.62,7.98,11,2,9,0.258819045102521,-0.9659258262890682,-1.0,-1.8369701987210287e-16
1662552000,2022-09-07T12:00:00+00:00,173.3,87.33,97.48,827.79,0.35,17.99,234.6,32.9,8.61,12,2,9,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210287e-16
1662555600,2022-09-07T13:00:00+00:00,176.7,92.21,111.73,2029.42,3.46,97.33,69.38,23.6,18.49,13,2,9,-0.2588190451025208,-0.9659258262890684,-1.0,-1.8369701987210287e-16
1662559200,2022-09-07T14:00:00+00:00,197.0,121.1,158.37,3578.19,52.75,109.67,0.04,19.07,30.91,14,2,9,-0.4999999999999997,-0.8660254037844388,-1.0,-1.8369701987210287e-16
1662562800,2022-09-07T15:00:00+00:00,235.7,160.53,215.88,4699.71,106.39,82.25,0.0,19.07,40.53,15,2,9,-0.7071067811865471,-0.7071067811865479,-1.0,-1.8369701987210287e-16
1662566400,2022-09-07T16:00:00+00:00,278.7,203.89,271.75,5393.98,132.32,67.17,0.0,19.55,50.16,16,2,9,-0.8660254037844385,-0.5000000000000004,-1.0,-1.8369701987210287e-16
1662570000,2022-09-07T17:00:00+00:00,329.0,253.74,327.15,6195.07,153.78,61.01,0.0,20.27,57.76,17,2,9,-0.9659258262890684,-0.2588190451025206,-1.0,-1.8369701987210287e-16
1662573600,2022-09-07T18:00:00+00:00,380.6,305.87,379.28,7370.0,182.39,69.23,0.0,21.7,59.78,18,2,9,-1.0,-1.8369701987210287e-16,-1.0,-1.8369701987210287e-16
1662577200,2022-09-07T19:00:00+00:00,412.8,346.27,414.2,8544.92,200.27,90.48,0.0,22.89,60.8,19,2,9,-0.9659258262890684,0.2588190451025203,-1.0,-1.8369701987210287e-16
1662580800,2022-09-07T20:00:00+00:00,408.0,337.84,393.32,7797.24,166.3,93.22,0.0,19.31,51.68,20,2,9,-0.8660254037844386,0.5000000000000001,-1.0,-1.8369701987210287e-16
1662584400,2022-09-07T21:00:00+00:00,358.7,283.68,326.71,5554.2,101.03,74.71,0.0,13.35,36.48,21,2,9,-0.7071067811865477,0.7071067811865474,-1.0,-1.8369701987210287e-16
1662588000,2022-09-07T22:00:00+00:00,307.3,231.86,266.11,3845.21,55.43,56.89,0.0,9.42,23.81,22,2,9,-0.5000000000000004,0.8660254037844384,-1.0,-1.8369701987210287e-16
1662591600,2022-09-07T23:00:00+00:00,283.4,208.6,239.42,2990.72,32.63,46.61,0.0,7.99,17.73,23,2,9,-0.2588190451025215,0.965925826289068,-1.0,-1.8369701987210287e-16
1662595200,2022-09-08T00:00:00+00:00,272.9,198.08,226.93,2536.77,17.66,43.18,0.07,7.87,14.82,0,3,9,0.0,1.0,-1.0,-1.8369701987210287e-16
1662598800,2022-09-08T01:00:00+00:00,258.3,183.37,208.9,2136.23,5.48,42.5,1.24,9.42,15.71,1,3,9,0.2588190451025207,0.9659258262890684,-1.0,-1.8369701987210287e-16
1662602400,2022-09-08T02:00:00+00:00,262.2,187.22,215.64,2563.48,16.54,48.67,2.53,12.4,22.29,2,3,9,0.4999999999999999,0.8660254037844387,-1.0,-1.8369701987210287e-16
1662606000,2022-09-08T03:00:00+00:00,280.7,205.91,238.89,3578.19,40.23,69.92,12.16,16.69,28.88,3,3,9,0.7071067811865476,0.7071067811865476,-1.0,-1.8369701987210287e-16
1662609600,2022-09-08T04:00:00+00:00,206.2,130.71,145.81,1388.55,3.55,40.1,151.63,85.83,12.79,4,3,9,0.8660254037844386,0.5000000000000001,-1.0,-1.8369701987210287e-16
1662613200,2022-09-08T05:00:00+00:00,203.7,128.25,142.35,1281.74,2.74,32.56,203.13,93.46,12.79,5,3,9,0.9659258262890684,0.2588190451025207,-1.0,-1.8369701987210287e-16
1662616800,2022-09-08T06:00:00+00:00,210.9,135.54,149.01,1174.93,1.58,23.65,268.94,88.69,12.79,6,3,9,1.0,6.123233995736766e-17,-1.0,-1.8369701987210287e-16
1662620400,2022-09-08T07:00:00+00:00,198.7,123.51,134.32,961.3,0.86,14.57,291.82,70.57,9.5,7,3,9,0.9659258262890684,-0.2588190451025206,-1.0,-1.8369701987210287e-16
1662624000,2022-09-08T08:00:00+00:00,187.4,107.46,116.31,821.11,0.64,11.14,286.1,54.36,7.6,8,3,9,0.8660254037844387,-0.4999999999999998,-1.0,-1.8369701987210287e-16
1662627600,2022-09-08T09:00:00+00:00,180.5,97.55,105.66,734.33,0.56,10.02,274.66,42.44,7.41,9,3,9,0.7071067811865476,-0.7071067811865475,-1.0,-1.8369701987210287e-16
1662631200,2022-09-08T10:00:00+00:00,177.0,92.53,100.66,694.27,0.54,10.97,263.21,37.19,7.41,10,3,9,0.4999999999999999,-0.8660254037844387,-1.0,-1.8369701987210287e-16
1662634800,2022-09-08T11:00:00+00:00,176.5,91.9,100.61,700.95,0.5,13.54,254.63,35.29,7.6,11,3,9,0.258819045102521,-0.9659258262890682,-1.0,-1.8369701987210287e-16
1662638400,2022-09-08T12:00:00+00:00,174.7,89.33,98.78,720.98,0.34,16.96,231.74,32.9,7.98,12,3,9,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210287e-16
1662642000,2022-09-08T13:00:00+00:00,185.3,104.4,123.71,1976.01,1.9,97.33,78.68,24.8,18.24,13,3,9,-0.2588190451025208,-0.9659258262890684,-1.0,-1.8369701987210287e-16
1662645600,2022-09-08T14:00:00+00:00,213.9,138.49,174.53,3471.37,43.81,112.41,0.06,20.5,31.16,14,3,9,-0.4999999999999997,-0.8660254037844388,-1.0,-1.8369701987210287e-16
1662649200,2022-09-08T15:00:00+00:00,255.6,180.62,233.42,4486.08,95.67,82.94,0.0,20.27,41.54,15,3,9,-0.7071067811865471,-0.7071067811865479,-1.0,-1.8369701987210287e-16
1662652800,2022-09-08T16:00:00+00:00,293.9,219.22,280.36,5020.14,114.44,63.75,0.0,19.79,50.66,16,3,9,-0.8660254037844385,-0.5000000000000004,-1.0,-1.8369701987210287e-16
1662656400,2022-09-08T17:00:00+00:00,324.9,249.57,310.05,5500.79,121.59,60.32,0.0,18.36,53.2,17,3,9,-0.9659258262890684,-0.2588190451025206,-1.0,-1.8369701987210287e-16
1662660000,2022-09-08T18:00:00+00:00,327.0,251.71,303.58,5661.01,114.44,67.86,0.0,15.74,47.12,18,3,9,-1.0,-1.8369701987210287e-16,-1.0,-1.8369701987210287e-16
1662663600,2022-09-08T19:00:00+00:00,229.4,154.2,181.53,3150.94,22.58,83.63,0.13,13.83,32.93,19,3,9,-0.9659258262890684,0.2588190451025203,-1.0,-1.8369701987210287e-16
1662667200,2022-09-08T20:00:00+00:00,193.4,116.03,135.06,1842.5,0.61,53.47,18.95,11.68,25.59,20,3,9,-0.8660254037844386,0.5000000000000001,-1.0,-1.8369701987210287e-16
1662670800,2022-09-08T21:00:00+00:00,181.7,99.28,113.43,1161.58,0.0,22.28,54.36,9.89,22.29,21,3,9,-0.7071067811865477,0.7071067811865474,-1.0,-1.8369701987210287e-16
1662674400,2022-09-08T22:00:00+00:00,178.2,94.32,106.28,974.66,0.0,13.88,70.1,7.75,20.52,22,3,9,-0.5000000000000004,0.8660254037844384,-1.0,-1.8369701987210287e-16
1662678000,2022-09-08T23:00:00+00:00,177.8,93.8,105.27,947.95,0.0,13.19,67.23,6.26,18.75,23,3,9,-0.2588190451025215,0.965925826289068,-1.0,-1.8369701987210287e-16
1662681600,2022-09-09T00:00:00+00:00,177.7,93.6,104.84,961.3,0.0,14.05,63.66,6.14,16.97,0,4,9,0.0,1.0,-1.0,-1.8369701987210287e-16
1662685200,2022-09-09T01:00:00+00:00,179.3,95.91,107.47,1014.71,0.0,16.62,57.94,6.68,16.09,1,4,9,0.2588190451025207,0.9659258262890684,-1.0,-1.8369701987210287e-16
1662688800,2022-09-09T02:00:00+00:00,185.7,105.01,119.28,1255.04,0.41,26.73,46.49,8.46,18.24,2,4,9,0.4999999999999999,0.8660254037844387,-1.0,-1.8369701987210287e-16
1662692400,2022-09-09T03:00:00+00:00,192.2,114.27,130.85,1508.71,3.8,34.96,48.64,11.44,20.52,3,4,9,0.7071067811865476,0.7071067811865476,-1.0,-1.8369701987210287e-16
1662696000,2022-09-09T04:00:00+00:00,181.4,98.91,111.02,1094.82,1.93,20.39,124.45,16.21,16.47,4,4,9,0.8660254037844386,0.5000000000000001,-1.0,-1.8369701987210287e-16
1662699600,2022-09-09T05:00:00+00:00,183.0,101.2,112.52,1014.71,1.44,15.42,168.8,18.84,15.83,5,4,9,0.9659258262890684,0.2588190451025207,-1.0,-1.8369701987210287e-16
1662703200,2022-09-09T06:00:00+00:00,192.1,114.09,125.65,1028.06,1.05,13.19,214.58,23.84,16.21,6,4,9,1.0,6.123233995736766e-17,-1.0,-1.8369701987210287e-16
1662706800,2022-09-09T07:00:00+00:00,181.2,98.64,107.79,854.49,0.65,9.85,217.44,22.89,13.3,7,4,9,0.9659258262890684,-0.2588190451025206,-1.0,-1.8369701987210287e-16
1662710400,2022-09-09T08:00:00+00:00,171.6,84.9,92.72,774.38,0.44,10.28,203.13,21.93,11.4,8,4,9,0.8660254037844387,-0.4999999999999998,-1.0,-1.8369701987210287e-16
1662714000,2022-09-09T09:00:00+00:00,168.6,80.64,88.29,761.03,0.17,12.34,188.83,22.17,11.02,9,4,9,0.7071067811865476,-0.7071067811865475,-1.0,-1.8369701987210287e-16
1662717600,2022-09-09T10:00:00+00:00,168.1,79.89,87.41,767.71,0.16,14.74,177.38,22.41,10.89,10,4,9,0.4999999999999999,-0.8660254037844387,-1.0,-1.8369701987210287e-16
